title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model
Madame Louis Valtat nee Suzanne Noel,218719,Renoir Pierre-Auguste,1903.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/madame-louis-valtat-nee-suzanne-noel-1903.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Melon and Tomatos,218756,Renoir Pierre-Auguste,1903.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/melon-and-tomatos-1903.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Melon and Tomatos,218757,Renoir Pierre-Auguste,1903.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/melon-and-tomatos.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Portrait of Claude Renoir,218905,Renoir Pierre-Auguste,1903.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/portrait-of-claude-renoir-1903.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Reclining nude (gabrielle),218966,Renoir Pierre-Auguste,1903.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/reclining-nude-gabrielle-1903.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Still Life with Apples and Pears,219084,Renoir Pierre-Auguste,1903.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/still-life-with-apples-and-pears-1903.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
The Spring,219298,Renoir Pierre-Auguste,1903.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/the-spring-1903.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Two Women s Heads (The Loge),219351,Renoir Pierre-Auguste,1903.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/two-women-s-heads-the-loge-1903.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
Villa de la poste at cagnes,219389,Renoir Pierre-Auguste,1903.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/villa-de-la-poste-at-cagnes-1903.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
Bust of a Young Woman,218314,Renoir Pierre-Auguste,1904.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/bust-of-a-young-woman-1904.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Coastal Landscape,218375,Renoir Pierre-Auguste,1904.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/coastal-landscape-1904.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Coco,218376,Renoir Pierre-Auguste,1904.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/coco.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Coco Holding a Orange,218379,Renoir Pierre-Auguste,1904.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/coco-holding-a-orange-1904.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Jacques fray as a baby,218579,Renoir Pierre-Auguste,1904.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/jacques-fray-as-a-baby-1904.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Large Bather with Crossed Legs,218679,Renoir Pierre-Auguste,1904.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/large-bather-with-crossed-legs-1904.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Madame Maurice Denis nee Jeanne Boudot,218721,Renoir Pierre-Auguste,1904.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/madame-maurice-denis-nee-jeanne-boudot-1904.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Misia,218760,Renoir Pierre-Auguste,1904.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/misia-1904.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Still Life with Cup and Sugar Bowl,219089,Renoir Pierre-Auguste,1904.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/still-life-with-cup-and-sugar-bowl-1904.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Young Girl Reading,219517,Renoir Pierre-Auguste,1904.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/young-girl-reading-1904.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
Anemones,218213,Renoir Pierre-Auguste,1905.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/anemones-1905.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0
Bather,218246,Renoir Pierre-Auguste,1905.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/bather-1905.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Bust of a Woman in a Red Blouse,218308,Renoir Pierre-Auguste,1905.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/bust-of-a-woman-in-a-red-blouse.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Claude Renoir at play Sun,218368,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/claude-renoir-at-play-sun-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Claude Renoir Playing with Dominos,218369,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/claude-renoir-playing-with-dominos-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Coco in a Red Ribbon,218380,Renoir Pierre-Auguste,1905.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/coco-in-a-red-ribbon-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Cros de Cagnes,218391,Renoir Pierre-Auguste,1905.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/cros-de-cagnes-1905.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Gabrielle Holding a Mirror with a Portrait of Coco,218455,Renoir Pierre-Auguste,1905.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/gabrielle-holding-a-mirror-with-a-portrait-of-coco-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Gabrielle in a Chemise,218456,Renoir Pierre-Auguste,1905.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/gabrielle-in-a-chemise-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Head of a Young Girl,218545,Renoir Pierre-Auguste,1905.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/head-of-a-young-girl-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Houses at Cagnes,218564,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/houses-at-cagnes-1905.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
Houses at Cagnes,218565,Renoir Pierre-Auguste,1905.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/houses-at-cagnes-1905-1.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
La Poste at Cagnes,218598,Renoir Pierre-Auguste,1905.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/la-poste-at-cagnes.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Landscape at cagnes,218639,Renoir Pierre-Auguste,1905.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/landscape-at-cagnes.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Le Poste at Cagnes (study),218686,Renoir Pierre-Auguste,1905.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/le-poste-at-cagnes-study-1905.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
Mediteranean Landscape,218752,Renoir Pierre-Auguste,1905.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/mediteranean-landscape.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Coco Reading,218784,Renoir Pierre-Auguste,1905.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/not_detected_218784-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Portrait of Coco,218907,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/portrait-of-coco-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Portrait of Coco and Flowers,218909,Renoir Pierre-Auguste,1905.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/portrait-of-coco-and-flowers.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Road near Cagnes,218975,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/road-near-cagnes-1905.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Rue Caulaincourt,219001,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/rue-caulaincourt-1905.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Still Life Almonds and Walnuts,219076,Renoir Pierre-Auguste,1905.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/still-life-almonds-and-walnuts-1905.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Still Life with Cantalope and Peaches,219087,Renoir Pierre-Auguste,1905.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/still-life-with-cantalope-and-peaches-1905.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Still Life with Strawberries,219120,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/still-life-with-strawberries-1.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Strawberries,219125,Renoir Pierre-Auguste,1905.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/strawberries.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Terraces at Cagnes,219159,Renoir Pierre-Auguste,1905.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/terraces-at-cagnes-1905.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
The Beal,219313,Renoir Pierre-Auguste,1905.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/the-beal-1905.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Watering Can,219394,Renoir Pierre-Auguste,1905.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/watering-can-1905.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Woman`s Head,219479,Renoir Pierre-Auguste,1905.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/woman-s-head-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Woman`s Head,219482,Renoir Pierre-Auguste,1905.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/woman-s-head-1.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Young Girl,219497,Renoir Pierre-Auguste,1905.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/young-girl-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Young Woman in a Garden Cagnes,219553,Renoir Pierre-Auguste,1905.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/young-woman-in-a-garden-cagnes-1905.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
"Young Woman in a Landscape, Cagnes",219557,Renoir Pierre-Auguste,1905.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/young-woman-in-a-landscape-cagnes.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Young Woman Seated in an Oriental Costume,219573,Renoir Pierre-Auguste,1905.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/young-woman-seated-in-an-oriental-costume-1905.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Young Woman Seated on the Grass,219574,Renoir Pierre-Auguste,1905.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/young-woman-seated-on-the-grass.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
A Seating Bather,218179,Renoir Pierre-Auguste,1906.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/a-seating-bather-1906.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Banks of the River,218237,Renoir Pierre-Auguste,1906.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/banks-of-the-river-1906.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Flag Decorated Street,218430,Renoir Pierre-Auguste,1906.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/flag-decorated-street-1906.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
Gabrielle reading,218463,Renoir Pierre-Auguste,1906.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/gabrielle-reading-1906.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Gabrielle Wearing a Necklace,218466,Renoir Pierre-Auguste,1906.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/gabrielle-wearing-a-necklace-1906.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Le Jardin de la Poste (Cagnes),218684,Renoir Pierre-Auguste,1906.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/le-jardin-de-la-poste-cagnes-1906.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Philippe Gangnat,218852,Renoir Pierre-Auguste,1906.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/philippe-gangnat.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Portrait of Gabrielle,218913,Renoir Pierre-Auguste,1906.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/portrait-of-gabrielle.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Reclining Model,218961,Renoir Pierre-Auguste,1906.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/reclining-model-1906.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Roses in a Blue Vase,218990,Renoir Pierre-Auguste,1906.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/roses-in-a-blue-vase-1.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0
The lesson,219244,Renoir Pierre-Auguste,1906.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/the-lesson-1906.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
The Promenade (Julienne Dubanc and Adrienne),219276,Renoir Pierre-Auguste,1906.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/the-promenade-julienne-dubanc-and-adrienne.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
Woman in a Blue Blouse,219411,Renoir Pierre-Auguste,1906.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/woman-in-a-blue-blouse.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Woman Reading,219445,Renoir Pierre-Auguste,1906.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/woman-reading-1906.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Woman with a Fan,219461,Renoir Pierre-Auguste,1906.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/woman-with-a-fan-1906.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Woman with a Fan,219462,Renoir Pierre-Auguste,1906.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/woman-with-a-fan.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Bather Drying Her Feet,218253,Renoir Pierre-Auguste,1907.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/bather-drying-her-feet-1907.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Gabrielle at Her Window,218453,Renoir Pierre-Auguste,1907.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/gabrielle-at-her-window-1907.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Gabrielle with bare breasts,218470,Renoir Pierre-Auguste,1907.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/gabrielle-with-bare-breasts-1907.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Gabrielle with open blouse,218471,Renoir Pierre-Auguste,1907.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/gabrielle-with-open-blouse.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Maison de la Poste,218742,Renoir Pierre-Auguste,1907.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/maison-de-la-poste-1907.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
Nude reclining on cushions,218808,Renoir Pierre-Auguste,1907.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/nude-reclining-on-cushions-1907.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
On the river banks,218824,Renoir Pierre-Auguste,1907.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/on-the-river-banks-1907.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Portrait of Claude Renoir Painting,218906,Renoir Pierre-Auguste,1907.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/portrait-of-claude-renoir-painting-1907.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
The Cup of Tea,219201,Renoir Pierre-Auguste,1907.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/the-cup-of-tea-1907.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
Gabrielle,218449,Renoir Pierre-Auguste,1907.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/gabrielle.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Ambroise Vollard,218206,Renoir Pierre-Auguste,1908.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/ambroise-vollard-1908.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Cagnes Landscape,218323,Renoir Pierre-Auguste,1908.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/cagnes-landscape-1908.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Cagnes Landscape,218324,Renoir Pierre-Auguste,1908.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/cagnes-landscape-1908-1.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Gabrielle Mending,218462,Renoir Pierre-Auguste,1908.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/gabrielle-mending-1908.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Girl in a Flowery Hat,218486,Renoir Pierre-Auguste,1908.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/girl-in-a-flowery-hat-1908.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Girl with a straw hat,218508,Renoir Pierre-Auguste,1908.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/girl-with-a-straw-hat-1.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Glass of Wine,218527,Renoir Pierre-Auguste,1908.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/glass-of-wine-1908.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
Helene Bellow,218558,Renoir Pierre-Auguste,1908.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/helene-bellow-1908.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Houses in Cagnes,218568,Renoir Pierre-Auguste,1908.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/houses-in-cagnes-1908.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0
Landscape at Cagnes,218638,Renoir Pierre-Auguste,1908.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/landscape-at-cagnes-1908.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Madame Thurneyssen,218732,Renoir Pierre-Auguste,1908.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/madame-thurneyssen-1908.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
"Medlar Trees, Cagnes",218755,Renoir Pierre-Auguste,1908.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/medlar-trees-cagnes-1908.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Pensive Young Woman Leaning on Her Elbow,218849,Renoir Pierre-Auguste,1908.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/pensive-young-woman-leaning-on-her-elbow.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Portrait of Claude,218903,Renoir Pierre-Auguste,1908.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/portrait-of-claude-1908.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Roses in front of a blue curtain,218999,Renoir Pierre-Auguste,1908.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/roses-in-front-of-a-blue-curtain-1908.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0
The judgment of Paris,219237,Renoir Pierre-Auguste,1908.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/the-judgment-of-paris-1908.jpg!Large.jpg,pierre-auguste-renoir,mythological painting,,Impressionism,,1.0
The Vineyards of Cagnes,219310,Renoir Pierre-Auguste,1908.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/the-vineyards-of-cagnes.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Woman Combing Her Hair,219410,Renoir Pierre-Auguste,1908.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/woman-combing-her-hair-1908.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
Woman in a Red Blouse,219425,Renoir Pierre-Auguste,1908.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/woman-in-a-red-blouse-1.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Young Woman Wearing a Garland of Flowers,219580,Renoir Pierre-Auguste,1908.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/young-woman-wearing-a-garland-of-flowers.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Anemones,218214,Renoir Pierre-Auguste,1909.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/anemones-1909.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0
Bather wiping a wound,218261,Renoir Pierre-Auguste,1909.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/bather-wiping-a-wound-1909.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Dancer with Castanets,218404,Renoir Pierre-Auguste,1909.0,https://uploads3.wikiart.org/images/pierre-auguste-renoir/dancer-with-castanettes-1909.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
Dancer with Tambourne (Gabrielle Renard),218406,Renoir Pierre-Auguste,1909.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/dancer-with-tambourne-gabrielle-renard-1909.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0
Head of a Woman in Red,218541,Renoir Pierre-Auguste,1909.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/head-of-a-woman-in-red.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Leontine and Coco,218691,Renoir Pierre-Auguste,1909.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/leontine-and-coco-1909.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Leontine Reading,218692,Renoir Pierre-Auguste,1909.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/leontine-reading-1909.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Leontine Reading,218693,Renoir Pierre-Auguste,1909.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/leontine-reading-1909-1.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Seated Portrait of Claude Renoir,218785,Renoir Pierre-Auguste,1909.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/not_detected_218785-1909.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Nude Woman on Green Cushions,218813,Renoir Pierre-Auguste,1909.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/nude-woman-on-gree-cushions-1909.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Ode to Flowers (after Anacreon),218817,Renoir Pierre-Auguste,1909.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/ode-to-flowers-after-anacreon-1909.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Reclining nude,218965,Renoir Pierre-Auguste,1909.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/reclining-nude-1.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
Sugar Bowl,219146,Renoir Pierre-Auguste,1909.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/sugar-bowl-1909.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0
The Clown (Claude Ranoir in Clown Costume),219194,Renoir Pierre-Auguste,1909.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/the-clown-claude-ranoir-in-clown-costume-1909.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
The Garden Collettes,219314,Renoir Pierre-Auguste,1909.0,https://uploads0.wikiart.org/images/pierre-auguste-renoir/the-garden-collettes-1909.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0
Tulips,219329,Renoir Pierre-Auguste,1909.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/tulips-1909.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0
Vase of Gladiolas and Roses,219365,Renoir Pierre-Auguste,1909.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/vase-of-gladiolas-and-roses-1909.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0
Woman Reading,219446,Renoir Pierre-Auguste,1909.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/woman-reading-1909.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Young Girl in Blue (Head of a Blond Woman),219511,Renoir Pierre-Auguste,1909.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/young-girl-in-blue-head-of-a-blond-woman-1909.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
Young Woman Seated,219571,Renoir Pierre-Auguste,1909.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/young-woman-seated-1909.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0
After Bathing (nude study),218185,Renoir Pierre-Auguste,1910.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/after-bathing-nude-study-1910.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0
