title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
Head of a Woman,206114,van Gogh Vincent ,1885.0,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-woman-4.jpg!Large.jpg,vincent-van-gogh,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1885/206114.jpg,"(758, 1114)",758,1114,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_206114.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_206114.jpg
Portrait of the Artist's Mother,206674,van Gogh Vincent ,1888.0,https://uploads6.wikiart.org/images/vincent-van-gogh/portrait-of-the-artist-s-mother-1888.jpg!Large.jpg,vincent-van-gogh,portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/206674.jpg,"(2124, 2712)",2124,2712,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_206674.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_206674.jpg
Beer Tankards,205730,van Gogh Vincent ,1885.0,https://uploads0.wikiart.org/images/vincent-van-gogh/beer-tankards-1885(1).jpg!Large.jpg,vincent-van-gogh,still life,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1885/205730.jpg,"(1389, 1022)",1389,1022,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_205730.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_205730.jpg
Mother Roulin with Her Baby,206334,van Gogh Vincent ,1888.0,https://uploads4.wikiart.org/images/vincent-van-gogh/mother-roulin-with-her-baby-1888-1.jpg!Large.jpg,vincent-van-gogh,portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/206334.jpg,"(1440, 1833)",1440,1833,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_206334.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_206334.jpg
"Orphan Man with Long Overcoat and Umbrella, Seen from the Back",206411,van Gogh Vincent ,1882.0,https://uploads0.wikiart.org/images/vincent-van-gogh/orphan-man-with-long-overcoat-and-umbrella-seen-from-the-back-1882.jpg!Large.jpg,vincent-van-gogh,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1882/206411.jpg,"(608, 1024)",608,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_206411.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_206411.jpg
The Trinquetaille Bridge,207199,van Gogh Vincent ,1888.0,https://uploads8.wikiart.org/images/vincent-van-gogh/the-trinquetaille-bridge-1888.jpg!Large.jpg,vincent-van-gogh,cityscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/207199.jpg,"(1779, 1434)",1779,1434,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207199.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207199.jpg
The Garden of Doctor Gachet at Auvers-sur-Oise,207090,van Gogh Vincent ,1890.0,https://uploads6.wikiart.org/images/vincent-van-gogh/the-garden-of-doctor-gachet-at-auvers-sur-oise-1890(1).jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1890/207090.jpg,"(2130, 3180)",2130,3180,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207090.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207090.jpg
Dunes with Figures,205879,van Gogh Vincent ,1882.0,https://uploads5.wikiart.org/images/vincent-van-gogh/dunes-with-figures-1882(1).jpg!Large.jpg,vincent-van-gogh,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1882/205879.jpg,"(1024, 734)",1024,734,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_205879.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_205879.jpg
"Weaver, with a Baby in a Highchair",207411,van Gogh Vincent ,1884.0,https://uploads8.wikiart.org/images/vincent-van-gogh/weaver-with-a-baby-in-a-highchair-1884.jpg!Large.jpg,vincent-van-gogh,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1884/207411.jpg,"(2209, 1762)",2209,1762,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1884_207411.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1884_207411.jpg
Cottage,205809,van Gogh Vincent ,1885.0,https://uploads7.wikiart.org/images/vincent-van-gogh/cottage(1).jpg!Large.jpg,vincent-van-gogh,landscape,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1885/205809.jpg,"(1763, 1323)",1763,1323,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_205809.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_205809.jpg
Old Man Reading,206351,van Gogh Vincent ,1882.0,https://uploads8.wikiart.org/images/vincent-van-gogh/old-man-reading-1882.jpg!Large.jpg,vincent-van-gogh,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1882/206351.jpg,"(1593, 2766)",1593,2766,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_206351.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_206351.jpg
Vase with Pink Roses,9223372032559850104,van Gogh Vincent ,1890.0,https://uploads8.wikiart.org/00289/images/vincent-van-gogh/vase-with-pink-roses-1890.jpg!Large.jpg,vincent-van-gogh,flower painting,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1890/9223372032559850104.jpg,"(564, 446)",564,446,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_9223372032559850104.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_9223372032559850104.jpg
Portrait of Adeline Ravoux,206647,van Gogh Vincent ,1890.0,https://uploads1.wikiart.org/images/vincent-van-gogh/portrait-of-adeline-ravoux-1890.jpg!Large.jpg,vincent-van-gogh,portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1890/206647.jpg,"(2062, 2513)",2062,2513,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_206647.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_206647.jpg
The Plain at Auvers,207151,van Gogh Vincent ,1890.0,https://uploads3.wikiart.org/images/vincent-van-gogh/the-plain-at-auvers-1890.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1890/207151.jpg,"(2024, 1616)",2024,1616,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207151.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207151.jpg
The Park at Arles with the Entrance Seen through the Trees,207146,van Gogh Vincent ,1888.0,https://uploads6.wikiart.org/images/vincent-van-gogh/the-park-at-arles-with-the-entrance-seen-through-the-trees-1888.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/207146.jpg,"(850, 1024)",850,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207146.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207146.jpg
The House of Pere Eloi,207112,van Gogh Vincent ,1890.0,https://uploads6.wikiart.org/images/vincent-van-gogh/the-house-of-pere-eloi-1890.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1890/207112.jpg,"(1024, 884)",1024,884,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207112.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207112.jpg
