title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
Self-portrait,261387,Bogomazov Oleksandr,1915.0,https://uploads4.wikiart.org/images/oleksandr-bogomazov/self-portrait.jpg!Large.jpg,oleksandr-bogomazov,self-portrait,,Cubo-Futurism,,1.0,wikiart-master/wiki_art_saved/images/oleksandr-bogomazov/1915/261387.jpg,"(2129, 2256)",2129,2256,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/oleksandr-bogomazov_1915_261387.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/oleksandr-bogomazov_1915_261387.jpg
"George Macartney, 1st Earl Macartney; Sir George Leonard Staunton, 1st Bt",9223372032559845044,Abbott Lemuel Francis,1785.0,https://uploads0.wikiart.org/00266/images/lemuel-francis-abbott/george-macartney-1st-earl-macartney-sir-george-leonard-staunton-1st-bt-by-lemuel-francis-abbott.jpg!Large.jpg,lemuel-francis-abbott,portrait,,Rococo,,1.0,wikiart-master/wiki_art_saved/images/lemuel-francis-abbott/1785/9223372032559845044.jpg,"(2400, 1911)",2400,1911,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_1785_9223372032559845044.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_1785_9223372032559845044.jpg
A Turkey Provides Seven Kinds of Meat,276020,Sowa Michael,,https://uploads3.wikiart.org/images/michael-sowa/a-turkey-provides-seven-kinds-of-meat.jpg!Large.jpg,michael-sowa,genre painting,,Surrealism,,1.0,wikiart-master/wiki_art_saved/images/michael-sowa/unknown-year/276020.jpg,"(1127, 1054)",1127,1054,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/michael-sowa_unknown-year_276020.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/michael-sowa_unknown-year_276020.jpg
Centaur and nymph,260592,Böcklin Arnold,,https://uploads3.wikiart.org/images/arnold-b-cklin/centaur-and-nymph.jpg!Large.jpg,arnold-bocklin,mythological painting,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/arnold-bocklin/unknown-year/260592.jpg,"(800, 739)",800,739,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_unknown-year_260592.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_unknown-year_260592.jpg
Fish market,274747,Snyders Frans,1621.0,https://uploads7.wikiart.org/images/frans-snyders/fish-market-1.jpg!Large.jpg,frans-snyders,still life,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/frans-snyders/1621/274747.jpg,"(500, 333)",500,333,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/frans-snyders_1621_274747.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/frans-snyders_1621_274747.jpg
Untitled,315551,Bess Forrest,1967.0,https://uploads8.wikiart.org/images/forrest-bess/untitled-1967-1.jpg!Large.jpg,forrest-bess,abstract,,Outsider art,,1.0,wikiart-master/wiki_art_saved/images/forrest-bess/1967/315551.jpg,"(600, 601)",600,601,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/forrest-bess_1967_315551.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/forrest-bess_1967_315551.jpg
Gentle Rainstorm,324659,Ackroyd Norman,1974.0,https://uploads7.wikiart.org/images/norman-ackroyd/gentle-rainstorm-1974.jpg!Large.jpg,norman-ackroyd,abstract,,Contemporary Realism,,1.0,wikiart-master/wiki_art_saved/images/norman-ackroyd/1974/324659.jpg,"(1329, 1536)",1329,1536,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/norman-ackroyd_1974_324659.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/norman-ackroyd_1974_324659.jpg
Brown and White Norfolk or Water Spaniel,263315,Stubbs George,1778.0,https://uploads7.wikiart.org/images/george-stubbs/brown-and-white-norfolk-or-water-spaniel.jpg!Large.jpg,george-stubbs,animal painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/george-stubbs/1778/263315.jpg,"(400, 321)",400,321,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stubbs_1778_263315.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stubbs_1778_263315.jpg
The Rose,9223372032559844697,Sr. John Frederick Herring,1853.0,https://uploads4.wikiart.org/00264/images/john-frederick-herring-sr/the-rose-2008-nyr-01984.jpg!Large.jpg,john-frederick-herring-sr,"genre painting, animal painting",,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/john-frederick-herring-sr/1853/9223372032559844697.jpg,"(512, 641)",512,641,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/john-frederick-herring-sr_1853_9223372032559844697.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/john-frederick-herring-sr_1853_9223372032559844697.jpg
Trollhättefallen,9223372032559859552,Achenbach Andreas,1836.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-trollh-ttan-f-lle.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/andreas-achenbach/1836/9223372032559859552.jpg,"(3000, 1900)",3000,1900,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/andreas-achenbach_1836_9223372032559859552.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/andreas-achenbach_1836_9223372032559859552.jpg
Untitled,295252,Agam Yaacov,,https://uploads0.wikiart.org/images/yaacov-agam/untitled.jpg!Large.jpg,yaacov-agam,abstract,,Op Art,,1.0,wikiart-master/wiki_art_saved/images/yaacov-agam/unknown-year/295252.jpg,"(550, 550)",550,550,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/yaacov-agam_unknown-year_295252.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/yaacov-agam_unknown-year_295252.jpg
Seascape,261142,Bonington Richard Parkes,1827.0,https://uploads0.wikiart.org/images/richard-parkes-bonington/seascape-1827.jpg!Large.jpg,richard-parkes-bonington,marina,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/richard-parkes-bonington/1827/261142.jpg,"(2048, 1326)",2048,1326,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/richard-parkes-bonington_1827_261142.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/richard-parkes-bonington_1827_261142.jpg
The Andes,9223372032559904469,Somerscales Thomas,,https://uploads6.wikiart.org/00421/images/thomas-somerscales/the-andes.jpg!Large.jpg,thomas-somerscales,landscape,,,,1.0,wikiart-master/wiki_art_saved/images/thomas-somerscales/unknown-year/9223372032559904469.jpg,"(2000, 1255)",2000,1255,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/thomas-somerscales_unknown-year_9223372032559904469.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/thomas-somerscales_unknown-year_9223372032559904469.jpg
Falls of Niagara from Below,260067,Bierstadt Albert,1850.0,https://uploads6.wikiart.org/images/albert-bierstadt/falls-of-niagara-from-below.jpg!Large.jpg,albert-bierstadt,landscape,,Luminism,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/1850/260067.jpg,"(752, 1030)",752,1030,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1850_260067.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1850_260067.jpg
Evening Landscape,239107,Somov Konstantin,1902.0,https://uploads5.wikiart.org/images/konstantin-somov/evening-landscape.jpg!Large.jpg,konstantin-somov,landscape,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1902/239107.jpg,"(1000, 818)",1000,818,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1902_239107.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1902_239107.jpg
Smolny as seen from Bolshaya Okhta,261097,Bogolyubov Alexey,1870.0,https://uploads5.wikiart.org/images/alexey-bogolyubov/smolny-as-seen-from-bolshaya-okhta.jpg!Large.jpg,alexey-bogolyubov,cityscape,,Realism,,1.0,wikiart-master/wiki_art_saved/images/alexey-bogolyubov/1870/261097.jpg,"(1535, 1020)",1535,1020,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1870_261097.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1870_261097.jpg
White Cat’s Garden,348319,Blackman Charles,,https://uploads6.wikiart.org/images/charles-blackman/white-cat-s-garden.jpg!Large.jpg,charles-blackman,literary painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/charles-blackman/unknown-year/348319.jpg,"(600, 379)",600,379,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_unknown-year_348319.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_unknown-year_348319.jpg
Autumn: The Fruit Pickers,221853,Bonnard Pierre,1912.0,https://uploads6.wikiart.org/images/pierre-bonnard/autumn-the-fruit-pickers-1912.jpg!Large.jpg,pierre-bonnard,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1912/221853.jpg,"(1945, 2077)",1945,2077,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1912_221853.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1912_221853.jpg
Sunset on the Mountain,9223372032559880710,Bierstadt Albert,,https://uploads0.wikiart.org/00366/images/albert-bierstadt/screenshot-2021-11-11-114324.png!Large.png,albert-bierstadt,landscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/unknown-year/9223372032559880710.jpg,"(404, 458)",404,458,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_9223372032559880710.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_unknown-year_9223372032559880710.jpg
Prometheuslandschaft,9223372032559823511,Böcklin Arnold,1885.0,https://uploads6.wikiart.org/00148/images/arnold-bocklin/1280px-arnold-b-cklin-prometheuslandschaft-1885.jpg!Large.jpg,arnold-bocklin,"landscape, marina",,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/arnold-bocklin/1885/9223372032559823511.jpg,"(1280, 1004)",1280,1004,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_1885_9223372032559823511.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_1885_9223372032559823511.jpg
Springtime at the Sea,308285,Sternen Matej,1911.0,https://uploads2.wikiart.org/images/matej-sternen/springtime-at-the-sea-1911.jpg!Large.jpg,matej-sternen,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/matej-sternen/1911/308285.jpg,"(420, 298)",420,298,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/matej-sternen_1911_308285.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/matej-sternen_1911_308285.jpg
Untitled,290015,Dashti Mostafa,1989.0,https://uploads2.wikiart.org/images/mostafa-dashti/untitled-1989(2).jpg!Large.jpg,mostafa-dashti,cityscape,,Contemporary Realism,,1.0,wikiart-master/wiki_art_saved/images/mostafa-dashti/1989/290015.jpg,"(779, 554)",779,554,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/mostafa-dashti_1989_290015.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/mostafa-dashti_1989_290015.jpg
Construction,9223372032559863452,Bogen Alexander,1969.0,https://uploads2.wikiart.org/00323/images/alexander-bogen/construction-1969.jpg!Large.jpg,alexander-bogen,abstract,,Abstract Expressionism,,1.0,wikiart-master/wiki_art_saved/images/alexander-bogen/1969/9223372032559863452.jpg,"(1145, 800)",1145,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alexander-bogen_1969_9223372032559863452.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alexander-bogen_1969_9223372032559863452.jpg
Seated Turk,9223372032559885784,Bonington Richard Parkes,,https://uploads2.wikiart.org/00381/images/richard-parkes-bonington/2-seated-turk-richard-parkes-bonington.jpg!Large.jpg,richard-parkes-bonington,genre painting,,"Romanticism, Orientalism",,1.0,wikiart-master/wiki_art_saved/images/richard-parkes-bonington/unknown-year/9223372032559885784.jpg,"(900, 735)",900,735,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/richard-parkes-bonington_unknown-year_9223372032559885784.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/richard-parkes-bonington_unknown-year_9223372032559885784.jpg
Dernier Championat mondial de boxe,308101,Spee Nzante,1990.0,https://uploads4.wikiart.org/images/nzante-spee/dernier-championat-mondial-de-boxe-1990.jpg!Large.jpg,nzante-spee,genre painting,,"Naïve Art (Primitivism), Surrealism",,1.0,wikiart-master/wiki_art_saved/images/nzante-spee/1990/308101.jpg,"(600, 598)",600,598,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/nzante-spee_1990_308101.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/nzante-spee_1990_308101.jpg
Bush Camp,9223372032559850384,Southern Clara,1914.0,https://uploads8.wikiart.org/00289/images/clara-southern/bush-camp-c-1914-1.jpg!Large.jpg,clara-southern,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/clara-southern/1914/9223372032559850384.jpg,"(508, 300)",508,300,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/clara-southern_1914_9223372032559850384.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/clara-southern_1914_9223372032559850384.jpg
Onda,332033,Spalletti Ettore,1982.0,https://uploads6.wikiart.org/images/ettore-spalletti/onda-1982.jpg!Large.jpg,ettore-spalletti,abstract,,Minimalism,,1.0,wikiart-master/wiki_art_saved/images/ettore-spalletti/1982/332033.jpg,"(600, 429)",600,429,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/ettore-spalletti_1982_332033.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/ettore-spalletti_1982_332033.jpg
A spring landscape,221844,Bonnard Pierre,1935.0,https://uploads4.wikiart.org/images/pierre-bonnard/a-spring-landscape.jpg!Large.jpg,pierre-bonnard,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1935/221844.jpg,"(1033, 659)",1033,659,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1935_221844.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1935_221844.jpg
Portrait of a gentleman half-length in a blue coat and gold waistcoat,9223372032559887347,Abbott Lemuel Francis,,https://uploads2.wikiart.org/00386/images/lemuel-francis-abbott/ac5dcd5366f349a1a9b004c2675c214e.jpg!Large.jpg,lemuel-francis-abbott,portrait,,Rococo,,1.0,wikiart-master/wiki_art_saved/images/lemuel-francis-abbott/unknown-year/9223372032559887347.jpg,"(384, 470)",384,470,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559887347.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559887347.jpg
Mount Hood,9223372032559880719,Bierstadt Albert,1889.0,https://uploads0.wikiart.org/00366/images/albert-bierstadt/screenshot-2021-11-11-115858.png!Large.png,albert-bierstadt,landscape,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/1889/9223372032559880719.jpg,"(479, 335)",479,335,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1889_9223372032559880719.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1889_9223372032559880719.jpg
Female Profile,267742,Boldini Giovanni,,https://uploads2.wikiart.org/images/giovanni-boldini/female-profile.jpg!Large.jpg,giovanni-boldini,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/unknown-year/267742.jpg,"(480, 654)",480,654,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_unknown-year_267742.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_unknown-year_267742.jpg
The leap of the rabbit,285503,Souza-Cardoso Amadeo de,1911.0,https://uploads7.wikiart.org/images/amadeo-de-souza-cardoso/the-leap-of-the-rabbit-1911(1).jpg!Large.jpg,amadeo-de-souza-cardoso,animal painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/amadeo-de-souza-cardoso/1911/285503.jpg,"(1090, 900)",1090,900,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_1911_285503.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_1911_285503.jpg
Untitled,9223372032559825750,￿,,https://uploads0.wikiart.org/00159/images/soledad-sevilla/sin-t-tulo-2.jpg!Large.jpg,soledad-sevilla,abstract,,Lyrical Abstraction,,1.0,wikiart-master/wiki_art_saved/images/soledad-sevilla/unknown-year/9223372032559825750.jpg,"(1305, 995)",1305,995,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/soledad-sevilla_unknown-year_9223372032559825750.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/soledad-sevilla_unknown-year_9223372032559825750.jpg
Wind River Country,260314,Bierstadt Albert,1859.0,https://uploads2.wikiart.org/images/albert-bierstadt/wind-river-country-1859.jpg!Large.jpg,albert-bierstadt,landscape,,Luminism,,1.0,wikiart-master/wiki_art_saved/images/albert-bierstadt/1859/260314.jpg,"(1000, 694)",1000,694,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1859_260314.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/albert-bierstadt_1859_260314.jpg
March of the Goths,260616,Böcklin Arnold,,https://uploads4.wikiart.org/images/arnold-b-cklin/march-of-the-goths.jpg!Large.jpg,arnold-bocklin,genre painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/arnold-bocklin/unknown-year/260616.jpg,"(800, 563)",800,563,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_unknown-year_260616.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arnold-bocklin_unknown-year_260616.jpg
"Aubrey, Earl of Burford, Later 6th Duke of St. Albans",9223372032559845063,Abbott Lemuel Francis,,https://uploads8.wikiart.org/00266/images/lemuel-francis-abbott/aubrey-earl-of-burford-later-6th-duke-of-st-albans-1765-1815-by-lemuel-francis-abbott.jpg!Large.jpg,lemuel-francis-abbott,portrait,,Rococo,,1.0,wikiart-master/wiki_art_saved/images/lemuel-francis-abbott/unknown-year/9223372032559845063.jpg,"(1020, 1708)",1020,1708,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559845063.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559845063.jpg
Portrait of the Artist Ernest Ange Duez,267850,Boldini Giovanni,1896.0,https://uploads5.wikiart.org/images/giovanni-boldini/portrait-of-the-artist-ernest-ange-duez-1896.jpg!Large.jpg,giovanni-boldini,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/1896/267850.jpg,"(1919, 1768)",1919,1768,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1896_267850.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1896_267850.jpg
Portrait of farmer Tatiana Bakhmach,260375,Bilokur Kateryna,1933.0,https://uploads1.wikiart.org/images/kateryna-bilokur/portrait-of-farmer-tatiana-bakhmach-1933.jpg!Large.jpg,kateryna-bilokur,portrait,,Naïve Art (Primitivism),,1.0,wikiart-master/wiki_art_saved/images/kateryna-bilokur/1933/260375.jpg,"(780, 1143)",780,1143,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/kateryna-bilokur_1933_260375.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/kateryna-bilokur_1933_260375.jpg
Sunset after a Storm on the Coast of Sicily,9223372032559859458,Achenbach Andreas,,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-sonnenuntergang-nach-einem-sturm-an-der-k-ste-von-sizilien.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/andreas-achenbach/unknown-year/9223372032559859458.jpg,"(3762, 2866)",3762,2866,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/andreas-achenbach_unknown-year_9223372032559859458.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/andreas-achenbach_unknown-year_9223372032559859458.jpg
Swags of flowers surrounding a cartouche with the Virgin and Child,9223372032559882154,￿,,https://uploads3.wikiart.org/00375/images/daniel-seghers/5ca1041477de8333d42cfa61b78f5a11.jpg!Large.jpg,daniel-seghers,"religious painting, flower painting",,Baroque,,1.0,wikiart-master/wiki_art_saved/images/daniel-seghers/unknown-year/9223372032559882154.jpg,"(474, 611)",474,611,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/daniel-seghers_unknown-year_9223372032559882154.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/daniel-seghers_unknown-year_9223372032559882154.jpg
Poetry of N. Gumilyov,9223372032559876117,Sokolov Oleh,1973.0,https://uploads8.wikiart.org/00344/images/oleh-sokolov/1973-3.jpg!Large.jpg,oleh-sokolov,figurative,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/oleh-sokolov/1973/9223372032559876117.jpg,"(1000, 737)",1000,737,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/oleh-sokolov_1973_9223372032559876117.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/oleh-sokolov_1973_9223372032559876117.jpg
Untitled,9223372032559813096,Sterne Hedda,1967.0,https://uploads6.wikiart.org/00123/images/hedda-sterne/w1siziisiji0otk1nsjdlfsiccisimnvbnzlcnqilcitcmvzaxplidiwmdb4mjawmfx1mdazzsjdxq.jpg!Large.jpg,hedda-sterne,abstract,,,,1.0,wikiart-master/wiki_art_saved/images/hedda-sterne/1967/9223372032559813096.jpg,"(1467, 2000)",1467,2000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/hedda-sterne_1967_9223372032559813096.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/hedda-sterne_1967_9223372032559813096.jpg
Fritillaria,9223372032559844582,Spare Richard,2006.0,https://uploads8.wikiart.org/00263/images/richard-spare/fritillaria-richard-spare-2006.jpg!Large.jpg,richard-spare,flower painting,,Neo-Expressionism,,1.0,wikiart-master/wiki_art_saved/images/richard-spare/2006/9223372032559844582.jpg,"(700, 875)",700,875,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/richard-spare_2006_9223372032559844582.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/richard-spare_2006_9223372032559844582.jpg
Femme assise sur un rocher,9223372032559822439,Abbéma Louise,1874.0,https://uploads2.wikiart.org/00141/images/louise-abbema/cae-19-abbema015a.jpg!Large.jpg,louise-abbema,genre painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/louise-abbema/1874/9223372032559822439.jpg,"(800, 600)",800,600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/louise-abbema_1874_9223372032559822439.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/louise-abbema_1874_9223372032559822439.jpg
The Opening of the New London Bridge,360726,David Cox,1853.0,https://uploads4.wikiart.org/images/david-cox/the-opening-of-the-new-london-bridge-1853.jpg!Large.jpg,david-cox,cityscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/david-cox/1853/360726.jpg,"(1257, 827)",1257,827,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1853_360726.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1853_360726.jpg
Žena fotke,308286,Sternen Matej,,https://uploads3.wikiart.org/images/matej-sternen/ena-fotke.jpg!Large.jpg,matej-sternen,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/matej-sternen/unknown-year/308286.jpg,"(339, 400)",339,400,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/matej-sternen_unknown-year_308286.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/matej-sternen_unknown-year_308286.jpg
COTTAGES ON THE OUTSKIRTS OFBANFFY-HUNYAD,9223372032559845264,Stokes Marianne,1909.0,https://uploads4.wikiart.org/00266/images/marianne-stokes/hungary-1909-14803798853.jpg!Large.jpg,marianne-stokes,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/marianne-stokes/1909/9223372032559845264.jpg,"(2768, 2204)",2768,2204,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/marianne-stokes_1909_9223372032559845264.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/marianne-stokes_1909_9223372032559845264.jpg
Portrait of a Man,9223372032559829697,Bol Ferdinand,,https://uploads8.wikiart.org/00185/images/ferdinand-bol/century-mag-man-portrait-bol.png!Large.png,ferdinand-bol,portrait,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/ferdinand-bol/unknown-year/9223372032559829697.jpg,"(1071, 1323)",1071,1323,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/ferdinand-bol_unknown-year_9223372032559829697.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/ferdinand-bol_unknown-year_9223372032559829697.jpg
Lady with the Dog,239172,Somov Konstantin,1906.0,https://uploads7.wikiart.org/images/konstantin-somov/lady-with-the-dog-1.jpg!Large.jpg,konstantin-somov,genre painting,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1906/239172.jpg,"(797, 1000)",797,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1906_239172.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1906_239172.jpg
Portrait of Alexander MacKenzie half-length in a green coat,9223372032559887338,Abbott Lemuel Francis,,https://uploads4.wikiart.org/00386/images/lemuel-francis-abbott/e5121986463b07961bb6cf7852d57748-1.jpg!Large.jpg,lemuel-francis-abbott,portrait,,Rococo,,1.0,wikiart-master/wiki_art_saved/images/lemuel-francis-abbott/unknown-year/9223372032559887338.jpg,"(388, 470)",388,470,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559887338.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559887338.jpg
Forest (Autumn),359189,Stefanescu George,1976.0,https://uploads5.wikiart.org/images/george-stefanescu-ramnic/forest-autumn-1976.jpg!Large.jpg,george-stefanescu,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/george-stefanescu/1976/359189.jpg,"(609, 800)",609,800,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1976_359189.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/george-stefanescu_1976_359189.jpg
